product_id,product_name,category,review_text,rating,timestamp,reviewer_id,language_type
P001,Samsung Galaxy S23,Electronics,Overheating problem is severe. Apps crash due to excessive heating,2,2024-03-10,R202,english
P001,Samsung Galaxy S23,Electronics,Heating issue making phone unusable. Battery drains fast due to heat,2,2024-03-12,R203,english
P001,Samsung Galaxy S23,Electronics,Phone becomes extremely hot. Heating problem needs immediate fix,1,2024-03-15,R204,english
P001,Samsung Galaxy S23,Electronics,Terrible heating issue. Phone getting hot even during basic tasks,2,2024-03-18,R205,english
P001,Samsung Galaxy S23,Electronics,Heating problem is dangerous. Phone too hot to touch sometimes,1,2024-03-20,R206,english
P001,Samsung Galaxy S23,Electronics,Overheating ruins the experience. Otherwise good phone but heat is unbearable,2,2024-03-22,R207,english
P001,Samsung Galaxy S23,Electronics,Phone heats up alarmingly fast. Major heating issue needs Samsung attention,2,2024-03-25,R208,english
P001,Samsung Galaxy S23,Electronics,Heating issue makes camera app crash. Phone burning hot after 5 mins use,1,2024-03-28,R209,english
P001,Samsung Galaxy S23,Electronics,Severe overheating problem. Can't charge phone while using due to heat,2,2024-03-30,R210,english
P021,Noise Smart Watch,Electronics,Great smartwatch! ⌚ Tracks fitness accurately. Battery lasts 7 days easily,5,2024-07-10,R211,english
P021,Noise Smart Watch,Electronics,Bahut achha watch hai. Health monitoring features bhi hain. Value for money,5,2024-07-11,R212,hindi_english_mixed
P021,Noise Smart Watch,Electronics,Super watch! ಫಿಟ್ನೆಸ್ tracking accurate aagide. Battery long lasting,5,2024-07-12,R213,kannada_english_mixed
P021,Noise Smart Watch,Electronics,touch not working proparly. battery draning very fast. not satisfied,1,2024-07-13,R214,english_with_typos
